"longitude","latitude","sst","chlc","wind_speed","wind_direction","phoebastria_immutabilis","nyear","nmonth"
-126.16171,31.50142,16.28521,0.12874939,3.8613598,250.95505,1,2014,1
-122.38169,31.507507,14.982717,0.40137056,4.579618,286.10007,1,2014,1
-120.66266,31.523203,15.614454,0.2753566,4.6311336,301.93982,1,2014,1
-125.92509,31.52964,16.074638,0.15099645,3.9368007,253.77472,1,2014,1
-122.50773,31.669807,15.334684,0.32469946,4.640388,281.93954,1,2014,1
-126.27874,31.726458,16.604588,0.105322435,3.7793386,249.07133,1,2014,1
-126.310295,31.769129,16.642586,0.10186277,3.6429932,251.26663,1,2014,1
-120.73188,31.770933,15.437583,0.31491423,4.621093,302.8991,1,2014,1
-126.19722,31.777813,16.482439,0.11295902,3.7540646,254.07556,1,2014,1
-122.60113,31.779758,14.806115,0.47227576,4.6943903,282.67444,1,2014,1
-120.75806,31.91144,15.232916,0.34875512,4.6373267,300.879,1,2014,1
-122.75688,31.952843,15.262179,0.36559215,4.7397256,279.8399,1,2014,1
-126.423935,32.003872,16.698393,0.106007345,3.5238898,253.00485,1,2014,1
-122.79521,32.0104,14.670288,0.48079965,4.736296,280.95407,1,2014,1
-126.50772,32.022156,16.763865,0.09926966,3.3969986,250.39156,1,2014,1
-120.82366,32.054142,15.110873,0.36380586,4.7636647,302.2221,1,2014,1
-123.03587,32.163532,14.981495,0.36780277,4.753283,277.73804,1,2014,1
-123.14474,32.257317,14.552872,0.4664552,4.801333,280.561,1,2014,1
-120.95186,32.26169,15.064739,0.36782056,5.034461,302.8378,1,2014,1
-126.65046,32.264626,16.45991,0.1125607,3.3109062,251.51033,1,2014,1
-123.26894,32.33507,14.915587,0.36284396,4.893363,277.63333,1,2014,1
-126.78501,32.36439,16.50668,0.10681434,3.2315476,249.15343,1,2014,1
-121.0086,32.492393,14.753627,0.4248453,4.954644,300.70593,1,2014,1
-126.74107,32.510117,16.232037,0.12982394,3.2681034,253.28397,1,2014,1
-123.507904,32.52221,15.212993,0.32596922,4.84605,276.99304,1,2014,1
-126.96725,32.525185,16.090776,0.14384083,3.2195032,250.77715,1,2014,1
-127.01056,32.55801,16.126087,0.147872,3.1264198,246.63297,1,2014,1
-121.02136,32.568626,14.749625,0.4436746,5.2752347,299.52933,1,2014,1
-123.76117,32.74993,15.665612,0.2524701,4.891022,276.45663,1,2014,1
-127.05093,32.750107,15.72225,0.18314111,3.0911002,249.74768,1,2014,1
-121.115364,32.760834,14.700084,0.4805082,5.5022902,300.10654,1,2014,1
-126.99211,32.768234,15.780733,0.18116623,3.1637003,253.28342,1,2014,1
-123.816864,32.786648,15.437094,0.2438616,4.8015103,277.53946,1,2014,1
-124.024216,32.907257,15.794887,0.18263626,4.7152944,278.7831,1,2014,1
-127.264824,32.942783,15.687374,0.19272336,2.99,247.38014,1,2014,1
-124.25998,32.98664,16.153156,0.14458182,4.6870565,279.7035,1,2014,1
-127.18211,33.01176,15.405211,0.20854385,3.0728,253.74725,1,2014,1
-124.40991,33.019543,15.788673,0.18268745,4.7199683,279.143,1,2014,1
-127.362465,33.02,15.535566,0.21313533,2.997866,251.3233,1,2014,1
-121.269844,33.046703,14.413496,0.56629664,5.6238422,299.39105,1,2014,1
-124.54621,33.07738,15.847467,0.16266136,4.607928,277.35635,1,2014,1
-124.79444,33.206627,15.822531,0.15914626,4.4481907,276.45398,1,2014,1
-127.46501,33.25435,15.366336,0.22499041,2.9638658,255.54178,1,2014,1
-124.92403,33.274216,15.14018,0.24513815,4.2627926,274.43994,1,2014,1
-121.488,33.2783,14.2379055,0.5983988,5.5754194,300.98138,1,2014,1
-127.50167,33.282784,15.446936,0.20891745,2.862953,253.1474,1,2014,1
-125.03797,33.333103,14.950001,0.2974977,3.9755502,273.02792,1,2014,1
-121.52715,33.340714,14.021472,0.56521666,5.484934,299.36914,1,2014,1
-127.750145,33.45516,15.623317,0.18933456,2.675556,252.3777,1,2014,1
-125.2392,33.50471,14.2186575,0.45311677,3.6692233,274.06335,1,2014,1
-127.82323,33.52503,15.501588,0.1965324,2.525094,255.0832,1,2014,1
-121.5934,33.53839,13.869099,0.66360474,5.4950886,300.39154,1,2014,1
-125.27956,33.541077,14.08299,0.50646985,3.3618002,271.8751,1,2014,1
-127.349976,33.56386,15.168553,0.25030515,2.8385384,257.3836,1,2014,1
-128.01071,33.651787,15.580351,0.18390195,2.3850367,252.9326,1,2014,1
