"longitude","latitude","sst","chlc","phoebastria_immutabilis","nyear","nmonth"
-122.47307,27.499344,17.756308,0.07057963,1,2014,2
-124.64789,27.500013,18.393341,0.060974013,1,2014,2
-121.45678,27.505049,18.074692,0.07676732,1,2014,2
-121.76407,27.507492,18.062822,0.08437745,1,2014,2
-122.54733,27.512882,17.752708,0.074607186,1,2014,2
-121.68984,27.519463,18.044035,0.085590065,1,2014,2
-135.13681,27.521908,19.354898,0.053224344,1,2014,2
-121.382706,27.524542,18.1355,0.08331873,1,2014,2
-121.65146,27.527746,18.108252,0.08213081,1,2014,2
-122.61129,27.528282,17.723246,0.09059425,1,2014,2
-124.63529,27.531773,18.41161,0.05885341,1,2014,2
-121.31091,27.532696,18.140703,0.08233613,1,2014,2
-135.1925,27.534307,19.330866,0.05928174,1,2014,2
-121.593315,27.53566,18.09836,0.07980903,1,2014,2
-122.68411,27.538843,17.635109,0.08568685,1,2014,2
-121.36023,27.54461,18.118032,0.077039026,1,2014,2
-121.526566,27.546183,18.044535,0.07945169,1,2014,2
-121.177826,27.549433,18.157925,0.07247718,1,2014,2
-122.758095,27.549812,17.641104,0.07813112,1,2014,2
-121.23427,27.550938,18.141916,0.08230822,1,2014,2
-121.11448,27.559362,18.169474,0.07130471,1,2014,2
-135.25822,27.559883,19.324188,0.05797183,1,2014,2
-124.66646,27.560207,18.384865,0.05875768,1,2014,2
-121.45343,27.56814,18.052868,0.073689625,1,2014,2
-121.04725,27.568268,18.153421,0.067220375,1,2014,2
-121.28842,27.571262,18.099154,0.08121095,1,2014,2
-122.83031,27.574251,17.638063,0.06966468,1,2014,2
-120.98263,27.574951,18.131859,0.06622612,1,2014,2
-124.68389,27.575691,18.352041,0.057088114,1,2014,2
-120.87056,27.582178,18.098103,0.06899339,1,2014,2
-120.92142,27.582869,18.110973,0.06601759,1,2014,2
-121.38044,27.587269,18.080498,0.073905155,1,2014,2
-120.81264,27.587273,18.02406,0.06778481,1,2014,2
-120.7863,27.588139,17.967915,0.067611635,1,2014,2
-122.897125,27.590527,17.662813,0.06565654,1,2014,2
-135.32559,27.591568,19.322382,0.062562965,1,2014,2
-124.700905,27.594398,18.283335,0.05588554,1,2014,2
-121.223656,27.595125,18.142109,0.07602169,1,2014,2
-121.30866,27.60648,18.063786,0.07566294,1,2014,2
-122.968155,27.608496,17.752956,0.058576167,1,2014,2
-121.24942,27.610723,18.0781,0.0760791,1,2014,2
-120.697464,27.61363,17.870914,0.06865428,1,2014,2
-135.3861,27.614594,19.285599,0.05954269,1,2014,2
-124.74049,27.615688,18.208773,0.059214436,1,2014,2
